Ancestro Racial Definitivo;Año;Ciclo Vital Definitivo;Cod Mipio;Clasificación de la Desaparición;Departamento Hecho Dane;Día Definitivo;Entidad Usuario que Radica DEFINITIVO;Escolaridad ajustada;Estado Desaparición Definitivo;Estado civil;Factor de vulnerabilidad;Grupo EDAD;Localidad;Mayor Menor De Edad;Mes Definitivo;Municipio Hecho Dane;Número de registros;Sexo;Tipo aparición DEFINITIVA;Zona ocurrencia DEFINITIVO
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,001;Sin información;Risaralda;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(30 a 34);Centro;b) Mayores de Edad (>18 años);Enero;Pereira;1;Mujer;Ausencia Voluntaria;Centro Poblado - Inspeccion Corregimiento o Caserio
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;;Sin información;zzzNacionales Desaparecidos en el Extranjero;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Casado (a);Ninguno;(60 a 64);NO DISPONIBLE;b) Mayores de Edad (>18 años);Enero;zzzNacionales Desaparecidos en el Extranjero;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,275;Sin información;Valle del Cauca;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Casado (a);Desplazados (as);(55 a 59);NA;b) Mayores de Edad (>18 años);Enero;Florida;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);Suba;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;73,001;Sin información;Tolima;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);Comuna 08;a) Menores de Edad (<18 años);Enero;Ibagué;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;50,001;Sin información;Meta;Jueves;Fiscalía - UNDDHH y DIH;Sin información;Continua Desaparecido;Sin Información;Sin información;(50 a 54);NA;b) Mayores de Edad (>18 años);Enero;Villavicencio;1;Hombre;Sin Información;Sin Información
Negro;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,12;Sin información;Antioquia;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Muerto;Casado (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Enero;Cáceres;1;Hombre;Fallecimiento de la Persona;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(40 a 44);Suba;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Unión Libre;Ninguno;(60 a 64);Barrios Unidos;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Involuntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(18 a 19);Suba;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,001;Sin información;Antioquia;Jueves;Fiscalía General de la Nación;Sin escolaridad;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Medellín;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,4;Sin información;Risaralda;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Otro;(30 a 34);NA;b) Mayores de Edad (>18 años);Enero;La Virginia;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;17,001;Sin información;Caldas;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Aparecio Vivo;Unión Libre;Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Enero;Manizales;1;Mujer;Ausencia Voluntaria;Sin Información
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;25,754;Sin información;Cundinamarca;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Sin Información;Otro;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Soacha;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Separado(a),Divorciado(a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(30 a 34);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Sin Información
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;63,001;Sin información;Quindio;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);Comuna 06;a) Menores de Edad (<18 años);Enero;Armenia;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;73,678;Sin información;Tolima;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;San Luis;1;Mujer;Ausencia Voluntaria;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;73,001;Sin información;Tolima;Viernes;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Ibagué;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;41,001;Sin información;Huila;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Unión Libre;Sin información;(18 a 19);NA;b) Mayores de Edad (>18 años);Enero;Neiva;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;66,001;Sin información;Risaralda;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Pereira;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);Ciudad Bolivar;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;25,175;Sin información;Cundinamarca;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Chía;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,364;Sin información;Valle del Cauca;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Muerto;Casado (a);Sin información;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Jamundí;1;Hombre;Fallecimiento de la Persona;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);Usaquen;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(18 a 19);San Cristobal;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;76,52;Sin información;Valle del Cauca;Viernes;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Palmira;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,001;Sin información;Antioquia;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Enero;Medellín;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Indigena;01/01/2017 12:00:00 AM;(06 a 11) Infancia;41,668;Sin información;Huila;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Aparecio Vivo;Soltero (a);Otro;(05 a 09);NA;a) Menores de Edad (<18 años);Enero;San Agustín;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Sin Información
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;63,001;Sin información;Quindio;Sábado;Policía Nacional;Educación básica primaria;Aparecio Vivo;Unión Libre;Sin información;(55 a 59);Comuna 06;b) Mayores de Edad (>18 años);Enero;Armenia;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Viudo (a);Ninguno;(60 a 64);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,364;Sin información;Valle del Cauca;Sábado;Personería;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Jamundí;1;Mujer;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;17,001;Sin información;Caldas;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Viudo (a);Ninguno;(60 a 64);NA;b) Mayores de Edad (>18 años);Enero;Manizales;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;41,02;Sin información;Huila;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Sin información;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Algeciras;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(18 a 19);Kennedy;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,001;Sin información;Valle del Cauca;Sábado;Policía Nacional;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Enero;Santiago de Cali;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(40 a 44);Tunjuelito;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);Puente Aranda;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,088;Sin información;Antioquia;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación técnica profesional y tecnológica;Aparecio Vivo;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Bello;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,001;Sin información;Tolima;Sábado;Policía Nacional;Educación básica primaria;Continua Desaparecido;Casado (a);Ninguno;(40 a 44);Comuna 13;b) Mayores de Edad (>18 años);Enero;Ibagué;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Engativa;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(29 a 59) Adultez;;Sin información;zzzNacionales Desaparecidos en el Extranjero;Sábado;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Enero;zzzNacionales Desaparecidos en el Extranjero;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Casado (a);Ninguno;(50 a 54);Usaquen;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Involuntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);Suba;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;15,001;Sin información;Boyacá;Sábado;Policía Nacional;Sin información;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Tunja;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(29 a 59) Adultez;52,699;Para verificación de identidad;Nariño;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Enero;Santacruz;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;47,001;Sin información;Magdalena;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Santa Marta;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,001;Sin información;Valle del Cauca;Domingo;Personería;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(50 a 54);NA;b) Mayores de Edad (>18 años);Enero;Santiago de Cali;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);Suba;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Involuntaria;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Santa fe;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,001;Sin información;Valle del Cauca;Domingo;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Santiago de Cali;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación media o secundaria alta;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(20 a 24);Fontibon;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);San Cristobal;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);Ciudad Bolivar;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);Ciudad Bolivar;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;17,001;Sin información;Caldas;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Manizales;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Casado (a);Ninguno;(25 a 29);Kennedy;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
